,idx,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98
64,64,75649388.55327,6338806.54895926,22431773.1987925,5125340.03406015,19816307.3400251,4327282.10880906,1757457.52884195,1073484.48077329,872664.188367034,1167635.60060027,1442822.73453983,762759.852945779,917803.852425414,392439.415498228,2174546.28291248,157865.523539711,53569.780530865,2581840.7051852,276461880.462609,29978365.9756506,18140728.2392877,28523946.2074842,2323981.72587615,550562.829559953,9880225.3899072,5396456.27333048,1487899.61059153,712732.605290084,2911421.90855882,194806164.619744,352577960.445875,772473.524211158,151640.759156983,333196525.884308,332417604.067249,119807.667151446,327419547.820781,149533953.996657,4854274.17695537,2457182.95751937,501761.959643385,585841.913682438,2085163.85101212,5137790.1842552,222221553.086884,270745677.963017,292368267.72048,1840805.57414343,322061.291828477,1609224.10030907,696304.915185191,3661559.56428112,451169.484074356,65106.4343545354,661853.32576241,3407569.2711483,1075625.883311,158998.123566745,1199926.13790322,667687.611535218,305941.591190605,167643.345563817,571294.387917954,368615.138954013,131365.20865005,1067373.88591149,232642.95149646,3181377.91862329,383388.208137413,446139.606053762,1541769.76402829,240243.853865232,435437.220360773,26555595.4443043,299234.858050318,762882.246065754,213734.875395664,168894.219035395,277028.593481612,34866879.4103171,109471.547600046,30666343.1366121,3963930.89409269,2483342.68878869,18031536.8196923,645721.269253191,587734.541158194,1074047.62680003,224868.610213329,557388.024966431,833917.356694462,98874.6458915035,312791.478240992,2022861.74495804,145547.943914111,1777477.40656599,1743391.47108586,93139.1765036185,60266.488789067
65,65,23859607115.7717,4761624049.45563,5576641249.56827,4562037983.62379,4437933745.81613,3541410458.06583,1669339403.66104,747644459.950776,732183886.977248,252930794.184944,1203894931.07993,1170938641.87979,27883586.0839252,481367098.621055,1543361765.06973,404880646.892068,1003372937.93585,1020198245.94971,56726769.0954656,2198663523.42061,2162195882.35471,2120558379.73256,1205294990.48394,732558815.248559,1275048861.39255,241796737.10887,49346491.501695,338407293.879033,1205518638.02766,1224998178.40386,2198648409.97163,301293077.834098,640864568.493219,182774860.900465,150994665.52793,503227624.491398,2120558379.73256,1003219073.38937,56371917.2787931,192623065.771735,237413331.63459,405355434.258981,506123077.44657,242395966.051507,249269570.514767,384768861.62278,509854802.363555,650553165.495506,987506447.277542,111901345.651339,109019479.545775,36272717.212604,237078645.439245,89831508.1003084,136968432.010399,184497782.598392,197963990.75736,365881233.123785,740744247.580858,480000225.200825,411669395.033793,604470843.538422,243789760.782727,300532399.033799,242958534.198441,120814742.953713,314100117.768633,5879637.77428188,48229403.1687319,178868863.338861,427924082.044151,70747034.4422894,148549353.253734,163654538.029027,269604421.395578,713194216.169022,368197757.618515,329529684.305559,520926809.717521,349585657.750223,384549399.169664,314956847.307058,186524102.422047,97939362.3126133,668718701.84311,311267208.300152,469317695.16553,206414279.067502,452718900.059739,461006200.682441,169928096.525439,450148525.532624,31098839.0450914,386963926.283983,326026986.029329,188121763.036411,452411235.296273,315428789.244717,216382885.04786
66,66,22963866887.8739,7937788.60802845,5705969938.75053,4926167237.31105,4699816946.65246,3257583297.79137,1537362287.01245,578045486.64952,562985682.013356,373202860.661696,1090846624.14904,1061455184.85577,967035054.36903,464793324.829666,1552691254.13006,407444832.375852,941547240.479294,976310760.804965,377571174.585556,1031679996.02762,46839819.618088,1026189675.80865,1117007921.95347,649612978.011471,1298767635.18601,137805786.567445,207537547.319794,373228548.590891,1192542729.33814,1221251153.99967,65007777.1644486,303456757.045266,635789544.246062,1073216034.79666,1026189675.80865,605110766.411765,436363167.060333,1006885727.725,170805521.817039,419392924.780678,261361105.077304,269886429.179058,545279706.239855,288009143.391807,64578487.8238933,115027440.246871,70448304.6041718,624721558.33186,868741822.230096,109285611.63581,63085440.406486,997705306.309293,240367737.241319,471857637.769935,193304068.723172,289484112.414603,262832405.175153,359615053.464397,725126114.955934,119028683.606872,420657439.468301,510554571.982837,259757653.447374,630054284.922598,305297516.909195,161033300.410553,116076804.58982,12693670.9433282,8263345.55614034,184829371.593078,405069626.197975,48492273.8269274,194390687.927808,179272902.264167,197176438.993504,768684605.884087,295072421.680789,303774429.119407,291280653.362964,365597100.376453,377139226.665555,334060885.163286,158268515.546176,64711584.0444372,43467910.0980674,415190710.694204,350310358.419571,210561615.627575,300706338.030365,331158620.811942,168058237.395789,463667130.33001,29784131.9354688,373441608.925616,352529156.836871,188433793.431639,418709720.896346,339819567.7463,266937756.112061
67,67,23366607099.588,4621706950.1193,5777328624.16769,5314518364.44764,4643744238.43678,3342945316.35381,1618404606.23499,643200158.001219,628498931.754092,258255864.416163,569703468.089674,356409728.221237,547584963.915994,490370744.75602,1621007289.13061,430681108.447099,980847143.61487,1022410968.67969,157675699.962593,223955123.980679,148720683.476072,997896467.296691,1204310464.07064,518560978.833647,1280189230.75205,177573604.048639,125949877.079196,325326476.728467,1220004264.95365,1179541053.6352,505641462.268698,331172749.249864,509776869.634455,288120575.190801,148720683.476072,727322684.620765,997896467.296691,975244245.745957,998822449.007702,143840902.57327,293467648.277344,308315262.207265,521535365.690842,224018151.330741,217809704.021771,120795690.329823,214968024.314595,652102836.647149,811745560.865732,93449997.3878157,185169271.533405,997896467.296691,253220803.750714,496979854.56455,213803604.479098,313067066.866016,133859110.75006,363435711.569081,675747204.010162,400838673.633596,434434655.480084,568686433.485805,271139783.731557,707329966.579946,171490343.607422,181529837.327862,227062357.988561,12053903.2416835,11301714.6747648,179457026.892987,400493093.686633,62468859.5927961,133859110.75006,164349848.477016,244473661.627416,783589472.8311,299596452.591178,322974337.090266,324697077.326081,378926692.516492,376306261.129395,348111562.930617,166573005.984743,150351843.825867,13202360.6355634,414698864.591122,312812450.595532,203138754.232228,297411798.427893,294826687.707334,161021670.282089,509542583.267369,31194634.8459935,432668327.496305,410462586.024367,185901336.591703,482682217.568788,397966875.452007,237720516.073871
68,68,22747921570.5076,4672756255.65928,5719738848.25381,4881480367.04377,4661766261.30872,3204562481.0869,1573750367.15914,885268605.546637,879655752.803938,321931599.81153,932021585.555047,902486813.509945,710297827.115703,468597334.049926,1582572746.18596,409708261.108957,928081035.972592,841463976.967059,1001491481.0623,142835044.035818,1237100804.53507,1232762579.48107,1105490505.97834,533536698.793844,1223633423.16067,160831851.954726,147740379.024108,336465030.933053,1332594600.50499,1160350185.33781,1553542879.43763,236815666.257601,499625862.228158,949082655.729311,905598061.770462,693272643.265382,1232762579.48107,977553693.979691,138441974.084509,132195610.542804,200669213.843183,265978440.981375,550474403.402976,254667191.712661,641438612.483124,390240668.326399,630642621.49637,663058156.207105,895307450.803471,78398147.3118726,189196719.134244,120985627.477718,237240337.182744,495027554.705948,191544480.395754,300101723.486752,217641472.042939,25633242.3608753,657837718.72322,417127559.876722,456498487.313457,492033054.891167,258311220.701522,677970072.769158,168971331.571524,191991000.488494,254486057.217401,11699627.1018064,17919724.6546746,157711827.692719,482040838.48088,56063297.1790657,179753424.991737,171163791.80496,237967342.299626,718817145.786161,285451539.514562,301832563.630127,310986198.582588,295204413.024937,375930150.047769,288881093.242056,178888597.427806,72394558.1877426,156990446.615557,386240210.353481,366989977.777565,216725164.054824,302251316.07984,349689812.952197,170418278.031222,501361888.587764,32375479.9485245,424970236.069819,334558538.99947,185230566.174536,466113574.287663,321405336.20897,277580179.181004
69,69,25821384682.877,145973325.082215,6953786220.57566,5310377699.62093,5544406983.53565,3836701907.64893,1782988640.71298,754777464.926872,1073839499.84854,598768221.438254,658988397.834497,77374258.949523,583004313.638691,521889109.494304,1726922133.03922,478077052.828629,1323266201.51143,1138052235.09465,310535065.859398,221312434.5925,48601352.2906209,219526893.292118,1470166231.33349,673482352.032273,1614205982.97021,167573745.831059,211427443.937076,391760044.704245,1267337401.32683,1244731322.84019,29824736.3898355,274961569.996744,114089643.079807,424978449.250119,441410414.072529,749521639.837928,31898341.8113465,1193205575.27606,36063398.4796906,341585021.432007,235485479.856484,338442270.476717,519994181.222237,404986228.645823,221296817.602151,354998407.460451,219526893.292118,845034756.209905,1182003362.33166,124728431.52176,360213500.221162,19570807.1773853,278936721.916633,344310503.113587,232485948.641756,182903198.546041,455607267.595498,411142360.336478,643628139.60636,488122295.327449,418611275.802026,449603432.633518,279692799.341437,516447792.813721,315094875.478894,295402446.186927,200743118.993499,27151233.9741282,110617525.412354,143532137.947545,504741696.281025,702472.177153229,264950094.179026,237940027.953918,179082444.838256,831011820.54213,347964801.880826,315600366.580784,391941240.465274,505002350.980629,433520811.510593,463550398.181548,215799155.099468,170644829.120118,18955540.0938069,414264012.985897,301001144.036334,324900855.262853,348733117.256626,273751596.329523,289568198.469814,548041619.146793,34512545.5462769,404195662.199022,86741027.3793699,228933312.160012,439569377.455716,176026111.873768,336213455.964961
70,70,25649407221.1707,2668452453.44986,6663198244.81585,5371872878.27831,5375450553.66379,3755876645.33545,1852027465.98999,831763787.116467,819867637.776699,344907719.475491,501420353.501225,141181196.267194,584769923.721482,520056140.530681,1823171140.71572,475328816.266643,1054119421.8376,1145993110.10881,393958026.279954,393976550.573171,75581403.7108606,364564444.340512,1389190373.75953,705029048.475922,1567194460.62825,240401505.924468,150012026.240589,518538549.830082,1225675571.19517,1442727892.93824,441992471.304581,247927051.305739,83807170.0463912,397857154.741833,364564444.340512,881252963.19109,316026911.967464,1196323863.52463,422964903.174524,273626865.049484,291113903.509534,315299448.218728,560378411.320273,392436219.901513,98912733.56185,641269950.011728,205019628.82021,861555365.941791,1053608817.53794,122519424.718695,182099180.310736,310713414.250352,298957993.772384,309126923.777145,259604367.084338,192097003.695909,533605501.393274,353429474.512493,653957219.137252,416892957.305991,433099198.163635,590718470.710323,313252106.935799,529681970.725104,335168269.592286,205382098.558138,264158934.318059,14674153.461952,122062136.965824,155647671.278328,481525018.315398,7802834.34336425,4191713.35258815,252149834.194298,212314675.839096,846122188.451615,317693322.87983,369874851.185518,406207770.454241,456358163.196606,459643762.716735,420560251.833355,209579801.216532,163759707.102973,63425677.9148255,430350632.402773,411873622.130118,544045097.865589,346838697.087107,393665904.822153,502100590.471198,254152369.300624,34692943.7475222,480592044.246377,403774401.744145,226343376.41923,499790451.145765,391255508.295332,320287336.641975
71,71,26115607605.5291,5770299401.55752,6403303825.6691,5400103478.37045,579366255.778558,3707872908.60323,1914207836.94763,806250677.973865,1106180246.00258,892750193.887859,775770634.111966,475891002.624734,600845703.274282,553800588.734277,1914427111.31061,491352902.850133,1327682350.14027,1139621856.20383,427155077.166516,64358559.8751376,884767704.871022,87924568.4633579,1392406994.25948,687398061.120115,1611775233.05588,532356301.324298,322338591.168482,501951279.412582,1669937920.21085,1483419031.82017,422329271.51988,266558298.545656,85292004.2473414,505483271.260276,494055189.285777,760231635.87894,386149922.485767,1219415274.23628,492653714.647173,329199609.698889,234697125.905515,316709106.80905,802801264.089705,403828341.291188,93987939.895382,390227516.536122,87229480.6836351,837425814.052371,1105274013.37714,123960849.72874,80702766.2424856,366247344.405958,287352364.803935,347050508.594379,233396608.879129,195687739.234524,522193007.098073,593895092.09825,645472700.386144,1120912439.73004,435311953.94869,580867278.138689,294293389.418812,577706263.071126,327085126.472053,208765825.547733,140233891.925171,11017061.2190412,103641234.776933,189374519.913265,486989842.428322,7516218.5160408,199759232.110979,225220671.414793,207200946.220933,844761651.368976,364885906.495012,312581016.81504,374029774.205987,475586018.830184,444131373.744134,438779024.342588,212532856.044481,164076337.987788,100002746.461236,437824022.503781,357684380.932892,314268063.857405,165342643.6031,344479420.53564,293106244.859755,562773195.249646,36043057.8672068,406427654.604437,402912022.889757,228316784.779404,434797780.498181,391243494.650349,306617985.535227
72,72,24885056155.7039,2450755280.73554,7007681241.19839,5793032751.19727,5852541987.85838,3893390163.45603,1815040773.67439,863021786.762302,853278058.491553,907683977.596829,751525028.319862,117305443.651775,600513854.344325,540503705.389926,1825104276.70647,490752664.212305,1394115497.60168,1151737621.34041,392977184.096357,18791479.9571597,876469802.967564,196048602.578711,1256991404.84769,616888152.253688,1714540439.93208,172086463.699005,174616976.688028,521231824.158635,1659116398.29327,1522456503.96309,496080979.472155,257102022.168989,65166267.4501277,374299462.099726,275067094.466761,922010149.139707,453984106.391514,1263450455.69424,532864547.940811,309001091.927393,222128426.506575,336086386.03204,661897461.888452,417594466.586758,174313031.385935,492582616.411542,183120249.418399,881902195.027789,1096374727.19442,126684582.982755,1659116398.29327,397819967.961756,324846663.855137,350811456.29842,245585800.090673,212602854.718209,558225375.446419,533826125.525711,767424725.210545,567734092.788519,492460403.210293,561629744.862302,323329924.992294,547546679.971781,269212468.642686,292524078.960285,201884653.775885,12456342.0378708,129223096.956652,134539218.233094,481445596.130609,408891.722649435,230586851.042919,228941039.013103,175765092.359618,812742390.447739,357929308.719529,311212222.543884,329494436.582641,536227498.572903,480912342.066248,499018813.514139,219819203.822638,176328800.379039,647990918.640308,482680094.556126,351960086.587481,445322644.795176,317504711.78363,332339938.431007,390470383.414049,537660514.531241,36033780.6922288,422147270.378597,381702346.421726,232554871.222033,451615364.504139,369530668.026382,276042215.837543
73,73,24118054119.9178,7385944095.15904,7361022053.92119,5676497509.70518,5982746273.64546,3889880120.05541,1867713003.43045,939678062.397575,929520356.744575,961366531.261051,797247500.002375,137539511.788128,641602619.333759,536400435.284047,1804267845.0623,487244283.318058,1406747794.34393,1141996829.3865,361313674.534274,3077440.31348354,705061345.017902,13542650.951189,1492506444.13334,795858616.697954,1802535360.3234,169940038.559516,170427563.189846,530703103.477883,1582088100.64678,1629918770.44726,344450227.460021,250087560.605187,51802893.2843071,368079412.289731,69138474.3310206,755608292.169325,14970559.4847794,1355427121.73174,389491029.410672,232551094.425259,219172311.407378,340616592.0352,399777660.497651,371985014.477722,108623082.811131,599042900.839001,107408939.360174,884801804.639689,1159525960.75297,129204650.469061,286746912.2474,13934922.4234378,310029506.568516,360541741.45173,276192587.431903,206642820.319976,597036202.60368,18640218.6435926,711580380.957544,688988603.92992,497015994.290191,544671621.212415,310805978.302465,645765596.01823,340356595.765748,293255380.438645,226406576.009787,17209476.7431032,127308170.485619,150345235.54776,494238037.956158,38660748.880793,266726458.767869,274578347.071177,242861553.941305,923640517.641643,322479693.570138,363641984.753717,333742782.117284,529328359.186885,473816976.622547,499286394.79847,220385172.922239,109226084.325503,68928813.6132263,301240890.82728,416604257.662496,329117971.924436,322138508.79413,396827813.63673,306416781.542398,585311503.313484,35875731.50845,543160917.248448,377470813.279181,237657453.229507,576837793.874745,364921383.035539,335754079.356507
74,74,27101169509.1098,6305720049.43195,6855714881.64941,5858299535.9511,5338515259.9522,3931665901.78084,1939104843.05158,971310671.714112,958136867.791138,627324865.240412,827079247.017393,184692013.2596,610216946.307691,545777384.993012,1982921183.22419,495151533.954965,927908523.333249,1167411782.54469,138289068.465553,28114769.0187031,106949183.49625,262975706.8567,1490531539.64555,733947856.764741,1926647072.9091,167380675.036195,156319403.364483,498264292.912872,1252524778.74854,1777992868.3955,46061775.5581224,258727385.451392,99182967.8756095,502034731.386919,482499995.949963,666576775.126559,25199253.846769,1476978214.74749,450384786.566114,290415918.715301,253548305.33581,342379891.075645,426946344.730252,435001437.244345,84964584.2760753,483783563.110283,482499995.949963,915907966.899492,1244454664.84316,122030568.683103,204580357.862479,338187692.732707,324511024.296312,403058675.475088,246756379.922693,203201103.739445,254653646.15462,341441637.426551,709362006.714017,620823237.517413,462539108.476656,559476720.685121,302288715.885099,614327142.534076,361954743.116955,297085947.227146,839251640.006802,13281174.8041462,127731678.654786,152765842.506736,516273923.288319,40449550.7761495,186281861.312444,243681875.06992,240351347.630806,882980808.021711,308964700.120003,374310018.628366,365702554.918126,531854274.975287,477801339.329016,502968021.653278,214229172.211271,179039882.695694,622673432.293956,359869496.419275,335178159.999196,281424843.567066,123924893.808113,311673407.758888,298839280.085855,511356065.755448,33834217.7493008,517602605.675386,386088364.886143,242531832.520907,548605546.895605,373104767.306094,323527357.852327
